Year,Region,Commodity,Distance,Function,Status,Num_employee,Employee_hour,Hours_office,Hours_operation,Hours_other,Safety_cost,Num_accidents
2019,37,5,0,4,4,3,611.78,0,611.78,0,1.08,2
2020,44,5,0,4,3,49,113062.34,2094.84,110967.5,0,3.41,0
2017,22,1,0,1,4,7,1306.78,42.12,1264.66,0,2.42,0
2018,38,4,0,4,2,6,2264.19,528.31,1552.16,183.72,3.54,0
2018,12,1,0,1,4,5,981.24,446.74,534.49,0,2.05,0
2017,23,1,0,1,4,3,3922.26,0,3922.26,0,3.64,0
2020,26,1,0,1,4,2,1789.26,0,1789.26,0,1.59,0
2017,46,5,0,4,3,14,28004.25,6636.72,15370.98,5996.55,0.84,0
2019,17,4,3.61,4,7,3,63.66,0,0,63.66,0.59,0
2020,45,1,0,1,4,2,44.9,0,44.9,0,NA,0
2019,43,5,0,4,3,4,5661,0,5661,0,0.36,0
2018,37,1,0,1,3,3,7319.98,0,7319.98,0,1.75,0
2017,38,1,0,1,3,7,10845.11,3229.52,7615.59,0,2.84,0
2019,48,1,0,1,4,5,6601.04,199.58,6401.46,0,2.85,0
2018,34,1,0,1,4,2,2312.54,0,0,2312.54,2.57,0
2018,38,5,0,4,6,2,40,0,40,0,3.42,0
2019,35,1,0,1,3,5,9174.24,823.96,8350.28,0,NA,0
2019,5,1,0,1,3,20,42870.84,2974.64,39896.19,0,2.17,1
2018,34,1,0,1,6,2,543.07,15.68,527.38,0,3.57,0
2020,38,1,0,1,4,5,9443.12,3684.78,5758.34,0,3.23,0
2019,38,4,3.71,4,2,21,53524.78,0,0,53524.78,1.55,0
2018,36,1,0,1,4,3,638.78,0,638.78,0,2.56,0
2018,6,5,0,4,4,3,5551.19,0,5551.19,0,3.31,0
2017,34,1,0,1,4,5,6867.01,1682.72,5184.29,0,3.7,0
2020,13,1,0,1,3,9,17147.61,6234.4,10913.21,0,NA,0
2019,28,1,0,1,6,1,479.94,0,479.94,0,3.44,0
2017,16,1,0,1,3,8,19272.47,3639.98,15632.49,0,1.63,0
2017,17,4,0,3,1,10,40083.95,3099.3,0,36984.65,3.94,1
2017,27,3,0,4,3,7,15561.25,5075.1,1609.72,8876.43,3.77,0
2020,27,1,0,1,3,5,10448.33,5957.75,4490.58,0,2.22,0
2019,29,1,0,1,4,5,7655.18,2453.34,0,5201.84,3.03,0
2018,14,4,4.01,3,6,1,2579.77,0,0,2579.77,0.71,0
2020,23,1,0,1,4,2,1207.76,0,1207.76,0,3.67,0
2020,38,4,3.93,2,1,40,75823.99,0,0,75823.99,2.76,0
2018,29,1,0,1,6,3,279.61,6.06,0,273.56,3.04,0
2017,38,1,0,1,4,9,16412.83,4462.31,11950.52,0,2.73,0
2020,30,1,0,1,4,4,4861.5,1801.93,3059.57,0,2.97,0
2020,47,1,0,1,4,1,1285.25,0,1285.25,0,NA,0
2017,33,1,0,1,4,8,11581.53,305.2,11276.33,0,3.24,0
2018,44,5,0,4,3,52,122168.21,26174.04,48977.08,47017.08,1.11,16
2019,17,4,4.11,2,6,42,5727.62,0,0,5727.62,3.1,0
2017,44,2,0,4,3,30,74740,2187.09,72552.92,0,1.45,3
2018,15,5,0,4,4,4,8474.58,101.91,8372.67,0,3.74,0
2018,38,4,0,4,1,2,376.82,0,376.82,0,3.75,0
2018,32,5,0,4,4,4,1962.16,6.02,1956.15,0,0.99,0
2019,24,5,0,3,3,61,138447.13,35699.32,0,102747.81,0.01,6
2017,10,1,0,1,3,3,2487.2,0,0,2487.2,3.77,0
2020,29,5,0,4,4,2,4671.23,0,4671.23,0,0.07,0
2020,31,5,0,4,3,33,79774.53,19234.58,60539.95,0,0.92,0
2020,17,5,0,4,3,20,36772.56,5765.77,10560.59,20446.2,0.2,0
2017,22,1,0,1,4,3,3274.77,3.99,3270.78,0,1.71,0
2019,42,1,0,1,4,8,5134,0,5134,0,2.52,0
2018,17,4,0,3,1,56,140111.18,47949.46,0,92161.72,0.4,3
2017,18,1,0,1,3,6,16300.66,0,16300.66,0,1.83,0
2017,33,1,0,1,3,8,17334.85,2057.27,15277.58,0,1.68,0
2018,26,1,0,1,3,3,6570.31,0,6570.31,0,2.1,0
2019,37,1,0,1,4,3,1956.82,0,1956.82,0,1.54,0
2019,44,1,0,1,6,4,1405.05,272.82,1132.24,0,3.39,0
2020,7,1,0,1,4,4,10190.61,0,10190.61,0,3.01,0
2019,17,5,0,4,3,8,19465.79,3704.91,4437.09,11323.79,1.13,0
2018,16,5,0,4,4,2,672.18,190.05,482.13,0,0.52,0
2017,35,4,4.65,3,1,2,3264.42,0,0,3264.42,3.94,0
2019,37,5,0,4,4,3,3023.49,0,3023.49,0,1.33,0
2020,47,5,0,4,4,1,1335.87,0,1335.87,0,3.69,0
2018,45,1,0,1,4,6,9784.9,0,9784.9,0,2.68,1
2019,5,5,0,4,4,3,3251.59,0,3251.59,0,0.87,0
2019,23,1,0,1,4,1,1488.65,0,1488.65,0,2.82,0
2017,42,1,0,1,4,1,121.52,0,121.52,0,1.87,0
2019,13,3,0,2,6,5,1507.82,0,0,1507.82,3.53,0
2018,44,1,0,1,3,15,46744.98,2887.75,43857.23,0,2.45,0
2017,17,4,3.61,4,1,7,19088.78,0,19088.78,0,3.27,1
2018,45,1,0,1,4,6,13483.89,3955.27,9528.61,0,NA,1
2020,3,5,0,4,3,8,19995.35,1995.33,18000.01,0,0.59,0
2018,15,1,0,1,3,3,6273.59,1696.78,4576.8,0,1.66,0
2018,24,5,0,4,3,6,11165.71,2922.35,3532.01,4711.35,0.92,0
2018,5,2,0,2,5,4,832.43,0,0,832.43,0.66,0
2019,36,2,0,4,4,3,1360.93,0,1360.93,0,3.71,0
2019,1,1,0,1,4,4,412.39,14.15,398.24,0,2.63,0
2017,18,1,0,1,3,7,18390.8,4,0,18386.8,2.52,0
2018,4,1,0,1,4,7,3809.03,0,3809.03,0,3.03,0
2019,14,5,0,4,4,12,5477.74,1031.89,4445.84,0,0.44,0
2017,27,1,0,1,6,3,629.47,0,629.47,0,3.63,0
2017,34,1,0,1,4,2,1442.39,54.52,1387.86,0,2.6,0
2019,23,1,0,1,4,4,5352.67,0,5352.67,0,2.88,0
2018,18,1,0,1,3,12,28211.75,2604.45,0,25607.3,2.89,0
2020,22,1,0,1,4,3,233.28,0,233.28,0,3.15,0
2019,33,1,0,1,4,1,16.86,16.86,0,0,2.46,0
2017,39,5,0,4,3,7,10624.31,0,10624.31,0,0.41,0
2017,45,2,0,4,3,26,39038.58,10808.93,2770.75,25458.9,1.36,0
2017,9,5,0,4,3,5,5675.68,290.14,5385.55,0,0.43,0
2018,44,5,0,4,3,68,145015,31079.07,30029.14,83906.79,0,3
2020,27,5,0,4,3,15,35718.12,3571.01,19646.56,12500.54,0.29,0
2017,6,1,0,1,4,2,263.36,0,263.36,0,1.69,0
2018,38,5,0,4,4,3,4242.09,0,4242.09,0,1.31,0
2017,38,5,0,4,4,12,23570.65,4754.11,18816.54,0,3.82,0
2019,47,5,0,4,4,2,1347.57,0,1347.57,0,1.04,0
2018,35,1,0,1,4,1,904.47,0,904.47,0,NA,0
2020,34,5,0,4,4,4,4216.16,1416.05,2800.1,0,0.61,0
2019,24,5,0,4,3,7,6955.63,1927.84,2033.94,2993.85,0.54,2
2017,23,1,0,1,6,4,1337.12,1.97,1335.15,0,3.59,0
2017,16,5,0,4,6,2,280.27,0,266.69,13.58,3.38,0
2018,34,1,0,1,4,1,1497.7,0,1497.7,0,2.97,0
2017,34,5,0,4,3,45,93424.49,17682.06,16518.26,59224.17,0.86,2
2020,17,4,3.37,4,2,10,10240.06,0,10240.06,0,0.58,0
2017,44,5,0,4,3,5,1083.47,1,1082.47,0,0.13,0
2020,34,1,0,1,3,6,13513.51,2279.07,11234.43,0,1.99,0
2020,37,5,0,4,4,2,3183.55,0,3183.55,0,1.05,0
2017,27,5,0,4,3,11,21869.53,5145.54,4831.69,11892.3,NA,2
2018,1,1,0,1,4,7,6212.66,1437.61,4775.05,0,2.52,0
2017,13,1,0,1,3,16,29903.05,0,29903.05,0,2.18,0
2020,35,1,0,1,4,6,14972,4875.65,10096.35,0,3.18,0
2018,38,4,3.43,4,7,1,377.52,0,0,377.52,1.13,0
2018,16,5,0,4,3,10,23797.71,7630.38,16167.33,0,0.3,0
2020,27,1,0,1,4,2,359.09,0,359.09,0,3.27,0
2018,11,1,0,1,4,1,595.35,0,595.35,0,3.76,0
2017,29,1,0,1,4,2,1481.88,0,0,1481.88,1.73,0
2020,36,5,0,4,3,13,28968.17,5653.81,23314.36,0,0.95,0
2018,44,5,0,4,4,4,602.5,0,602.5,0,0.71,0
2017,43,5,0,4,3,21,38374.97,5597.02,32167.85,610.11,3.48,0
2018,14,5,0,2,3,25,55360.58,4243.2,0,51117.38,0.55,3
2017,48,5,0,4,3,10,15804.24,1600.83,14203.4,0,0.23,0
2017,14,1,0,1,3,6,12168.04,3028.5,0,9139.54,2.08,0
2019,32,1,0,1,4,3,334.07,0,334.07,0,2.09,0
2020,34,5,0,4,3,7,14438.65,1928.29,12510.36,0,0.04,0
2018,21,5,0,4,4,1,98.91,0,98.91,0,1.1,0
2019,15,1,0,1,3,7,19058.58,2325.31,16733.26,0,1.49,0
2019,35,5,0,4,4,4,6295.89,1549.73,4746.16,0,3.34,0
2018,38,5,0,4,4,3,2898.85,0,2898.85,0,1.23,0
2019,42,1,0,1,4,2,5070.27,2353.77,2716.5,0,2.15,0
2017,27,5,0,4,3,2,1581.71,8.96,1572.75,0,1.36,0
2020,22,1,0,1,4,5,7125.8,4,7121.8,0,2.81,0
2019,46,1,0,1,4,2,516.81,50.9,465.92,0,3.29,0
2017,25,1,0,1,6,3,1049.59,74.9,974.69,0,3.9,0
2020,23,3,0,4,3,90,252446.74,1835.97,250610.78,0,3.92,1
2017,6,1,0,1,4,6,6887.42,805.98,6081.45,0,NA,0
2017,37,1,0,1,4,2,429.53,0,429.53,0,2.51,0
2020,38,1,0,1,6,5,7335.21,3594.71,3740.5,0,2.85,0
2020,42,3,0,4,4,2,25.3,25.3,0,0,3.67,0
2018,14,5,0,4,4,4,4672.94,89.92,4583.02,0,0.64,0
2019,20,4,4.8,4,1,35,89973.25,5507.83,63573.05,20892.36,2.47,0
2020,37,1,0,1,3,13,22484.07,0,22484.07,0,2.13,1
2019,24,5,0,2,3,8,11954.59,2209.48,0,9745.11,0.23,0
2018,5,5,0,4,3,116,245704,31228.76,43983.07,170492.16,0.64,7
2020,38,4,3.71,4,1,4,6390.16,0,6390.16,0,3.92,0
2020,44,1,0,1,3,3,5275.5,1874.75,3400.74,0,2.16,0
2018,46,4,0,3,1,35,73404.07,0,0,73404.07,0.16,3
2018,47,5,0,4,4,3,1476.42,4.01,1472.4,0,1.14,0
2017,5,5,0,4,3,11,20086.68,4522.58,0,15564.1,1.02,0
2018,17,4,3.71,4,6,1,25.5,0,25.5,0,2.48,0
2017,4,1,0,1,3,11,12783.16,2243.4,10539.77,0,2.54,0
2017,25,1,0,1,3,9,16022.78,1738.63,14284.15,0,1.43,0
2018,22,2,0,4,3,23,52439.78,7605.81,0,44833.97,1.52,0
2018,14,5,0,4,3,12,18153.34,4484.63,5745.68,7923.04,0.64,0
2019,43,2,0,4,3,30,52194.55,2877.14,17002.83,32314.58,0.76,2
2019,22,1,0,1,3,7,11732.78,2629.8,9102.98,0,1.94,0
2018,38,5,0,4,3,11,25344.04,599.81,24744.23,0,3.72,0
2020,47,5,0,4,4,2,226.38,10.02,216.37,0,1.01,0
2019,6,1,0,1,4,2,1849.63,0,1849.63,0,3.23,0
2017,48,1,0,1,6,2,460.29,255.17,205.12,0,2.76,2
2017,47,5,0,4,4,3,505.6,3.95,501.65,0,1.17,0
2020,29,1,0,1,3,4,6334.57,213.15,0,6121.41,1.61,0
2019,1,1,0,1,4,1,1210.48,0,1210.48,0,2.81,0
2019,38,5,0,4,4,2,2899.81,0,2899.81,0,1.18,0
2018,22,1,0,1,4,1,1222.82,0,1222.82,0,3.13,0
2020,29,1,0,1,4,7,6442.39,1283.67,5158.72,0,3.31,0
2019,3,5,0,4,3,5,3109.99,4,3105.99,0,0.03,0
2017,35,5,0,4,3,33,55021.25,19615.24,14345.98,21060.03,0.22,0
2017,46,4,3.83,2,1,30,27926.47,0,0,27926.47,1.78,0
2020,44,5,0,4,4,3,6911.65,1799.03,5112.62,0,0.78,0
2019,36,1,0,1,3,8,20921.72,5063.01,0,15858.7,2.78,0
2020,28,1,0,1,4,4,6096.52,0,6096.52,0,2.94,0
2017,14,1,0,1,3,9,19560.98,4163.61,0,15397.36,2.23,0
2017,34,5,0,4,3,8,18093.05,0,18093.05,0,NA,0
2018,3,1,0,1,4,11,21398.88,2920.21,18478.67,0,2.77,0
2020,41,1,0,1,3,5,11506.2,1926.53,9579.67,0,NA,0
2018,43,4,0,3,6,2,63.04,10.93,0,52.11,1.37,0
2018,36,5,0,4,4,5,7252.75,0,7252.75,0,3.42,0
2020,37,5,0,4,3,4,5714.3,1848.8,3865.49,0,0.96,0
2017,38,4,0,3,1,6,13333.59,0,0,13333.59,1.45,0
2018,15,2,0,2,6,18,37022.25,420.12,0,36602.13,1.21,0
2018,33,1,0,1,4,1,1.34,0,1.34,0,3.96,0
2017,17,4,0,3,1,1,2096.56,0,0,2096.56,2.85,0
2020,43,1,0,1,4,3,771.62,118.56,653.06,0,3.28,0
2019,27,2,0,4,3,351,717944.61,107527.04,385853.31,224564.26,3.68,3
2017,46,4,3.04,4,1,54,155930.48,0,155930.48,0,0.5,3
2018,6,1,0,1,4,2,2334.04,0,2334.04,0,2.36,0
2020,41,1,0,1,3,4,3227.2,2.01,3225.18,0,1.94,0
2017,47,1,0,1,4,4,1280.93,10.75,1270.18,0,3.82,0
2020,21,1,0,1,4,3,875.63,2.97,872.65,0,3.33,0
2018,43,5,0,4,4,7,2212.02,171.4,2040.62,0,1.37,0
2017,36,1,0,1,3,8,18532.98,2544.58,0,15988.39,1.6,0
2019,38,5,0,4,6,2,120.73,3.77,116.95,0,1.37,0
2017,5,5,0,4,4,3,381.25,8.73,372.52,0,1.06,0
2019,19,1,0,1,4,5,2351.04,549.31,1801.73,0,3.65,0
2018,15,1,0,1,3,4,7214.91,1529.77,5685.14,0,1.95,0
2019,43,5,0,4,3,7,14797.01,5207.47,4246.01,5343.53,0.42,0
2020,38,1,0,1,4,11,21038.19,7639.53,13398.66,0,3.23,0
2018,12,1,0,1,4,4,3210.41,4,3206.42,0,2.2,0
2019,5,5,0,4,4,3,620.99,40.87,580.13,0,1.02,0
2017,15,1,0,1,6,3,1699.08,954.04,745.03,0,3.11,0
2018,5,3,0,4,4,6,682,0,682,0,3.6,0
2020,22,1,0,1,4,2,638.19,0,638.19,0,3.19,0
2018,38,5,0,4,4,15,35197.46,2660.79,9879.94,22656.74,0.12,3
2018,37,5,0,3,3,20,35813.73,8741.64,0,27072.09,0.1,3
2017,38,5,0,4,4,7,4470.99,753,3717.99,0,1.13,0
2017,1,1,0,1,4,2,233.04,0,233.04,0,2.2,0
2018,43,1,0,1,3,10,24644.19,2120.96,22523.23,0,3.87,0
2017,48,5,0,4,3,23,37826.82,2087.71,575.92,35163.18,0.38,4
2020,43,5,0,4,3,17,40137.91,5236.77,34901.14,0,3.13,0
2018,44,2,0,4,6,9,13123.1,2144.02,10979.09,0,0.74,0
2017,17,5,0,4,3,8,15123.71,3573.04,11550.67,0,0.29,0
2018,48,5,0,4,3,5,6700.78,4,6696.78,0,1,0
2020,35,1,0,1,4,2,363.85,4.05,359.8,0,2.89,0
2020,35,1,0,1,3,21,17844.82,4044.11,6796.45,7004.25,2.58,0
2020,37,2,0,4,6,1,132.7,0,132.7,0,0.31,0
2017,14,1,0,1,4,5,11637.99,2444.05,0,9193.94,NA,0
2020,24,5,0,4,4,4,6973.46,0,3404.41,3569.05,0.47,0
2019,2,5,0,4,3,22,42810.82,7234.11,10449.27,25127.44,0.27,0
2018,17,4,0,4,2,37,70118.54,0,70118.54,0,2.39,0
2020,44,1,0,1,3,18,41989.62,6917.26,35072.36,0,2.78,0
2018,10,5,0,4,3,7,12665.16,0,12665.16,0,3.69,0
2017,2,5,0,4,3,11,19980.26,5753.07,2607.03,11620.15,0.87,0
2019,15,5,0,4,3,30,77392.2,7345.63,12709.82,57336.74,NA,0
2018,35,5,0,4,3,185,392945.54,78589.11,55011.78,259344.65,0.01,11
2018,5,1,0,1,3,5,8594.9,0,8594.9,0,1.92,0
2017,34,5,0,4,4,3,2027.98,0,2027.98,0,3.55,0
2020,38,5,0,4,3,12,23573.4,1038.28,22535.12,0,3.56,0
2019,1,1,0,1,6,2,69.4,0,69.4,0,2.83,0
2019,14,5,0,4,3,14,29886.11,5197.76,18230.14,6458.21,0.17,0
2017,44,5,0,4,6,15,39487.7,7272.68,19493.82,12721.19,3.54,0
2018,24,5,0,4,3,14,30812.05,1230.36,25406.85,4174.84,0.36,0
2017,23,3,0,4,3,357,759372.62,90873.72,307020.04,361478.87,3.73,13
2019,45,1,0,1,6,3,2554.46,0,2554.46,0,3.25,0
2020,38,1,0,1,4,5,3424.45,577.04,2847.4,0,1.54,2
2020,21,1,0,1,4,6,10412.73,1828.37,8584.36,0,2.91,0
2017,38,5,0,4,3,30,86651.72,8781.19,77870.54,0,3.59,0
2019,2,1,0,1,3,3,4359.32,0,2283.45,2075.87,1.82,0
2020,36,1,0,1,3,8,25297.01,2261.91,0,23035.1,1.48,2
2020,5,1,0,1,4,2,1164.38,0,1164.38,0,3.15,0
2017,24,1,0,1,3,4,5583.18,4,0,5579.18,3.61,0
2019,26,1,0,1,4,2,2268.23,0,2268.23,0,3.06,0
2017,17,4,4.11,4,6,1,67.27,0,0,67.27,3.94,0
2019,30,1,0,1,4,4,4185.33,1482.47,2702.86,0,3.24,0
2020,13,1,0,1,3,5,10025.82,2552.72,7473.1,0,1.39,0
2017,23,1,0,1,4,2,2375.73,0,2375.73,0,2.52,0
2017,32,4,4.26,4,6,7,10999.99,10999.99,0,0,3.89,0
2019,35,5,0,4,3,12,20889.79,3174.94,17714.84,0,0.46,0
2019,10,2,0,4,3,72,161931.73,35268.16,0,126663.57,0.84,2
2017,34,1,0,1,4,2,2183.91,0,2183.91,0,1.82,0
2019,26,5,0,4,3,2,3846.38,0,3846.38,0,1.28,0
2019,15,5,0,4,3,10,19656.84,6088.67,6155.71,7412.46,0.21,0
2018,22,3,0,4,4,5,8204.67,0,8204.67,0,3.52,0
2017,45,1,0,1,4,6,4782.52,0,4782.52,0,NA,0
2017,4,1,0,1,4,9,16002.35,3924.84,12077.51,0,1.49,0
2017,26,1,0,1,4,3,626.97,2.97,624,0,2.75,0
2019,38,5,0,2,3,19,36593.5,5712.58,0,30880.92,0.3,0
2017,38,5,0,4,3,10,14550.97,3180.25,11370.73,0,0.6,0
2017,44,1,0,1,3,14,20673.08,2133.08,0,18540,1.88,0
2020,18,1,0,1,3,3,4800.56,4,0,4796.56,3.68,0
2020,17,4,3.43,2,7,8,4249.52,0,0,4249.52,0.04,0
2018,2,5,0,3,3,50,111134.81,5719.42,0,105415.38,0.02,0
2019,9,1,0,1,3,3,3568.57,1103.32,2465.25,0,3.7,0
2020,33,1,0,1,4,3,3552.33,0,3552.33,0,2.19,1
2020,15,1,0,1,3,8,15009.82,2777.89,12231.93,0,2.64,0
2017,45,2,0,4,3,8,14725.42,144,11528.33,3053.09,NA,2
2018,26,5,0,4,6,4,1176.75,0,1176.75,0,1.27,0
2017,45,1,0,1,6,2,23.6,8.58,15.02,0,2.32,0
2020,35,5,0,3,3,31,66187.3,7771.57,0,58415.73,0,4
2019,30,1,0,1,4,4,1483.88,6.97,1476.91,0,2.76,0
2020,33,3,0,4,3,22,39480.11,14924.93,0,24555.18,3.62,0
2017,20,4,3.89,4,1,1,847.14,0,847.14,0,3.81,0
2020,17,5,0,4,3,88,199217.39,12590.58,77436.43,109190.38,0.45,6
2020,34,5,0,4,3,4,5060.3,1973,3087.3,0,0.12,0
2017,48,5,0,4,4,1,0.95,0.95,0,0,1.03,0
2018,9,5,0,4,3,9,22718.3,2398.98,20319.32,0,0.17,0
2018,42,1,0,1,3,2,4298.45,0,4298.45,0,1.45,0
2017,21,5,0,4,6,1,517.61,0,517.61,0,3.53,0
2017,38,4,0,3,1,12,23640.21,0,0,23640.21,3.87,0
2018,6,5,0,4,3,112,212011.97,36954.55,9679.36,165378.06,0.66,8
2018,31,1,0,1,3,26,52773.48,22358.51,0,30414.97,2.17,1
2017,22,1,0,1,6,1,18.86,18.86,0,0,3.57,0
2017,5,5,0,4,3,7,7760.61,1998.93,5761.68,0,0.93,0
2017,15,5,0,4,3,31,73018.17,9484.67,6969.49,56564.01,0.22,5
2018,44,1,0,1,3,27,76555.38,2278.07,74277.31,0,3.52,2
2020,33,1,0,1,3,6,12360.08,1254.01,11106.07,0,2.07,0
2019,35,1,0,1,3,4,5781.05,1009.31,4771.74,0,1.58,0
2020,10,5,0,4,3,7,12831.97,0,12831.97,0,1.12,0
2017,35,1,0,1,3,8,8559.93,1789.52,0,6770.41,NA,0
2018,14,1,0,1,4,1,465.23,0,465.23,0,2.93,0
2018,21,5,0,4,4,5,5052.39,2339.87,2712.53,0,0.94,2
2019,10,2,0,3,3,179,354669.23,142974.69,0,211694.54,0.97,2
2017,24,1,0,1,4,3,1125.82,12.2,1113.62,0,3.08,0
2017,44,5,0,4,3,5,2703.85,26.95,2676.9,0,0.05,3
2020,2,1,0,1,3,12,20360.13,871.56,19488.57,0,2.38,0
2020,45,1,0,1,6,2,2609.73,0,2609.73,0,3.75,0
2017,38,4,0,3,1,4,3916.42,239.78,0,3676.64,3.44,0
2017,41,2,0,4,4,2,56.23,56.23,0,0,2,0
2020,13,3,0,2,3,321,641570.46,37527.03,0,604043.44,3.74,12
2017,46,2,0,4,3,181,411556.43,54122.71,0,357433.72,3.53,1
2019,17,4,0,3,1,7,18171.86,2298.08,0,15873.77,3.53,0
2018,33,5,0,4,3,68,146286.57,33184.9,49257.86,63843.81,0.01,4
2018,6,1,0,1,4,4,7795.21,0,7795.21,0,1.96,0
2017,17,4,4.01,2,1,118,242150.79,0,0,242150.79,3.9,9
2017,23,1,0,1,6,1,12.43,12.43,0,0,3.3,0
2017,46,1,0,1,3,1,1842.86,0,1842.86,0,2.13,0
2017,5,1,0,1,3,10,23412.7,6817.13,16595.58,0,1.89,0
2018,44,5,0,4,4,3,5977.05,0,5977.05,0,1.34,0
2017,22,1,0,1,3,2,213.68,0,213.68,0,2.33,0
2018,46,4,0,3,7,3,3655.76,887.27,0,2768.49,0.28,0
2020,38,4,3.61,2,1,21,31594.24,0,0,31594.24,2.75,0
2017,34,1,0,1,4,1,136.49,0,136.49,0,3.6,0
2018,42,1,0,1,4,2,2998.77,0,2998.77,0,2.22,0
2018,22,1,0,1,4,5,5182.54,20.03,5162.51,0,1.81,0
2018,24,5,0,4,4,3,6810.45,2508.17,2046.14,2256.15,0.42,0
2018,3,5,0,4,3,4,6484.67,1679.91,4804.75,0,0.19,0
2019,38,5,0,4,4,8,18651.46,1734.76,16916.7,0,0.49,0
2019,14,4,4.37,2,1,232,506508.24,15289.74,0,491218.51,3.76,12
2020,15,5,0,4,4,3,347.22,42.9,304.32,0,3.66,0
2018,22,1,0,1,4,3,4518.95,496.56,4022.4,0,NA,1
2020,12,5,0,4,4,7,9118.3,47.97,9070.33,0,0.46,0
2020,19,1,0,1,4,6,6318.62,1604.66,4713.95,0,3.43,0
2017,19,1,0,1,4,5,4235.12,1435.16,2799.97,0,NA,0
2020,5,2,0,4,4,3,4518.85,0,4518.85,0,1.38,0
2019,38,5,0,4,4,3,3529.6,7.99,3521.6,0,1.31,0
2019,22,1,0,1,3,6,10472.15,1872.31,8599.83,0,3.14,1
2017,22,1,0,1,4,3,2932.15,0,2932.15,0,2.35,0
2017,27,1,0,1,3,8,13093.03,2068.64,11024.39,0,3.24,0
2020,5,1,0,1,3,8,15156.07,4148.74,11007.34,0,1.46,0
2020,43,5,0,4,4,9,15396.34,5102.46,10293.88,0,0.26,14
2017,19,1,0,1,3,3,5100.22,0,5100.22,0,2.56,0
2020,44,2,0,4,3,59,141835.37,14750.35,3003.07,124081.95,3.92,0
2019,24,5,0,4,3,10,22093.05,4440.8,13053.49,4598.76,0.52,0
2019,23,1,0,1,4,4,3574.54,4,3570.54,0,2.63,0
2018,15,5,0,4,3,21,43390.88,10656.97,24140.93,8592.98,0.55,2
2019,44,4,0,3,1,2,2361.33,0,0,2361.33,0.03,0
2020,48,1,0,1,4,1,514.49,0,514.49,0,1.87,0
2019,36,5,0,4,3,108,163790.44,10346.77,19540.57,133903.09,0.78,4
2018,14,5,0,4,3,12,22097.14,4119.77,17977.37,0,0.06,0
2020,17,5,0,4,3,7,10523.36,2303.3,1254.16,6965.9,0.19,0
2017,36,1,0,1,4,1,1585.62,0,1585.62,0,1.94,0
2020,37,1,0,1,4,4,495.19,4.08,491.11,0,2.79,0
2020,37,5,0,4,3,116,225590.13,59654.74,41179.58,124755.82,NA,2
2017,17,4,3.71,4,6,4,1601.9,0,1601.9,0,0.9,0
2018,23,1,0,1,4,3,238.88,7.71,231.17,0,3.22,0
2019,14,2,0,4,3,117,246894.47,59001.07,49518.9,138374.51,NA,2
2019,38,5,0,2,3,44,82906.6,12569.28,0,70337.33,0.49,3
2017,44,5,0,4,4,2,1937.22,0,1937.22,0,3.37,0
2017,36,5,0,4,3,22,43621.58,4590.69,39030.89,0,1.17,0
2017,22,5,0,4,4,6,11600.56,2374.63,4877.09,4348.84,0.59,0
2020,27,1,0,1,3,9,23623.63,4723.73,0,18899.9,2.41,0
2019,12,1,0,1,4,6,9994.19,132.06,9862.13,0,1.42,0
2017,23,1,0,1,4,3,1714.25,4.03,1710.22,0,2.19,0
2018,4,1,0,1,4,3,130.92,3.19,127.73,0,3.09,0
2017,36,5,0,4,6,10,20392.16,649.04,19743.13,0,0.33,4
2017,43,5,0,4,3,8,12332.56,2557.21,9126.05,649.29,0.37,0
2020,5,5,0,4,4,2,460.8,0,460.8,0,NA,0
2017,22,1,0,1,4,5,813.99,2.99,811,0,1.98,0
2019,24,5,0,4,3,26,53521.86,5590.31,18597.39,29334.15,0.43,0
2019,6,1,0,1,4,3,4262.37,0,4262.37,0,3.08,0
2017,43,1,0,1,3,4,9106.84,2022.52,7084.32,0,1.71,0
2020,38,5,0,4,4,6,3605.46,0,3605.46,0,1.15,0
2018,43,5,0,4,6,13,22766.05,3867.37,8184.89,10713.79,3.55,1
2019,38,5,0,4,4,2,5776.9,0,5776.9,0,1.11,0
2019,38,5,0,2,3,160,330494.34,8320.18,0,322174.16,0.02,9
2019,23,1,0,1,4,1,-2.57,-2.57,0,0,2.45,0
2018,5,2,0,3,3,27,50124.89,7854.04,0,42270.85,NA,3
2019,12,1,0,1,4,4,2451.05,3.99,2447.06,0,1.89,0
2019,11,1,0,1,4,3,2400.86,89.73,2311.12,0,3.09,0
2019,38,5,0,4,4,2,707.55,0,707.55,0,3.69,0
2018,38,5,0,4,6,1,305.84,0,305.84,0,1.11,0
2017,44,5,0,4,4,4,2498.69,0,2498.69,0,1.23,0
2018,23,1,0,1,4,1,-7.94,-7.94,0,0,1.66,0
2020,35,5,0,2,3,36,75290.18,10553.25,0,64736.93,0.06,0
2017,18,1,0,1,4,1,2569.37,0,0,2569.37,2.43,0
2019,20,5,0,4,3,20,41439.8,17792.2,23647.6,0,0.86,0
2018,5,1,0,1,4,4,1684.7,658.23,1026.47,0,2.79,0
2018,27,1,0,1,4,2,709.51,0,0,709.51,2.78,0
2020,33,2,0,4,4,5,371.55,58.15,111.37,202.03,3.82,0
2019,38,5,0,4,4,3,1108.89,12.08,1096.82,0,1.29,0
2018,6,1,0,1,4,6,7802.97,876.45,6926.53,0,NA,0
